Time;Hour;0x00;QoS 1;BE 1;BE 3;BE 4;BE 2;QoS 2
1;2020-12-03T16:37:04+01:00;0.024;null;null;null;null;null;null
2;2020-12-03T16:37:05+01:00;0.027;null;null;null;null;null;null
3;2020-12-03T16:37:06+01:00;0.026;null;null;null;null;null;null
4;2020-12-03T16:37:07+01:00;0.025;null;null;null;null;null;null
5;2020-12-03T16:37:08+01:00;0.031;null;null;null;null;null;null
6;2020-12-03T16:37:09+01:00;0.029;null;null;null;null;null;null
7;2020-12-03T16:37:10+01:00;0.027;null;null;null;null;null;null
8;2020-12-03T16:37:11+01:00;0.028;null;null;null;null;null;null
9;2020-12-03T16:37:12+01:00;0.028;null;null;null;null;null;null
10;2020-12-03T16:37:13+01:00;0.025;null;null;null;null;null;null
11;2020-12-03T16:37:14+01:00;0.132;null;null;307.382;null;null;null
12;2020-12-03T16:37:15+01:00;5.619;null;null;358.038;null;null;null
13;2020-12-03T16:37:16+01:00;10.91;null;null;354.426;null;null;null
14;2020-12-03T16:37:17+01:00;15.951;null;null;382.973;null;null;null
15;2020-12-03T16:37:18+01:00;14.715;null;null;893.371;null;null;null
16;2020-12-03T16:37:19+01:00;37.786;null;null;658.088;null;null;null
17;2020-12-03T16:37:20+01:00;14.7;null;null;661.4;null;null;null
18;2020-12-03T16:37:21+01:00;88.522;null;null;662.564;null;null;null
19;2020-12-03T16:37:22+01:00;16.674;null;null;637.382;null;null;null
20;2020-12-03T16:37:23+01:00;58.382;null;null;645.994;null;null;null
21;2020-12-03T16:37:24+01:00;9.614;null;null;673.961;null;null;null
22;2020-12-03T16:37:25+01:00;83.293;null;null;662.945;null;null;null
23;2020-12-03T16:37:26+01:00;15.245;null;null;646.697;null;null;null
24;2020-12-03T16:37:27+01:00;64.13;null;null;635.165;null;null;null
25;2020-12-03T16:37:28+01:00;70.925;null;null;657.867;null;null;null
26;2020-12-03T16:37:29+01:00;1.5;null;null;623.652;null;null;null
27;2020-12-03T16:37:30+01:00;18.749;null;null;652.862;null;null;null
28;2020-12-03T16:37:31+01:00;7.75;null;null;654.781;null;null;null
29;2020-12-03T16:37:32+01:00;2.13;null;null;670.702;null;null;null
30;2020-12-03T16:37:33+01:00;27.172;null;null;661.867;null;null;null
31;2020-12-03T16:37:34+01:00;17.37;null;null;630.629;null;null;null
32;2020-12-03T16:37:35+01:00;36.622;null;null;635.972;null;null;null
33;2020-12-03T16:37:36+01:00;40.003;null;null;680.09;null;null;null
34;2020-12-03T16:37:37+01:00;15.73;null;null;645.335;null;null;null
35;2020-12-03T16:37:38+01:00;14.419;null;null;647.061;null;null;null
36;2020-12-03T16:37:39+01:00;77.892;null;null;546.789;null;null;null
37;2020-12-03T16:37:40+01:00;69.801;null;null;558.538;null;null;null
38;2020-12-03T16:37:41+01:00;56.414;null;null;509.602;null;null;null
39;2020-12-03T16:37:42+01:00;45.165;null;null;269.107;null;null;null
40;2020-12-03T16:37:43+01:00;19.155;null;null;296.53;null;null;null
41;2020-12-03T16:37:44+01:00;25.202;null;null;286.387;null;null;null
42;2020-12-03T16:37:45+01:00;0.702;null;null;284.046;null;null;null
43;2020-12-03T16:37:46+01:00;19.733;null;null;258.147;null;null;null
44;2020-12-03T16:37:47+01:00;19.539;null;null;281.457;null;null;null
45;2020-12-03T16:37:48+01:00;8.459;null;null;263.087;null;null;null
46;2020-12-03T16:37:49+01:00;18.76;null;null;266.696;null;null;null
47;2020-12-03T16:37:50+01:00;14.096;null;null;535.067;null;null;null
48;2020-12-03T16:37:51+01:00;17.721;null;null;950.243;null;null;null
49;2020-12-03T16:37:52+01:00;27.351;null;null;1030.673;null;null;null
50;2020-12-03T16:37:53+01:00;34.324;null;null;844.975;null;null;null
51;2020-12-03T16:37:54+01:00;62.906;null;null;286.598;null;null;null
52;2020-12-03T16:37:55+01:00;17.878;null;null;259.317;null;null;null
53;2020-12-03T16:37:56+01:00;38.046;null;null;282.131;null;null;null
54;2020-12-03T16:37:57+01:00;17.93;null;null;279.681;null;null;null
55;2020-12-03T16:37:58+01:00;1.907;null;null;281.049;null;null;null
56;2020-12-03T16:37:59+01:00;13.453;null;null;282.665;null;null;null
57;2020-12-03T16:38:00+01:00;2.784;null;null;273.347;null;null;null
58;2020-12-03T16:38:01+01:00;0.539;null;null;281.266;null;null;null
59;2020-12-03T16:38:02+01:00;17.871;null;null;267.545;null;null;null
60;2020-12-03T16:38:03+01:00;22.398;null;null;276.051;null;null;null
61;2020-12-03T16:38:04+01:00;11.545;null;null;276.329;null;null;null
62;2020-12-03T16:38:05+01:00;16.896;null;null;259.565;null;null;null
63;2020-12-03T16:38:06+01:00;6.215;null;null;276.461;null;null;null
64;2020-12-03T16:38:07+01:00;27.329;null;null;256.238;null;null;null
65;2020-12-03T16:38:08+01:00;22.287;null;null;285.586;null;null;null
66;2020-12-03T16:38:09+01:00;22.205;null;null;299.802;null;null;null
67;2020-12-03T16:38:10+01:00;19.808;null;null;270.739;null;null;null
68;2020-12-03T16:38:11+01:00;15.14;null;null;285.249;null;null;null
69;2020-12-03T16:38:12+01:00;0.448;null;null;277.682;null;null;null
70;2020-12-03T16:38:13+01:00;13.825;null;null;284.089;null;null;null
71;2020-12-03T16:38:14+01:00;15.778;null;null;346.36;null;null;null
72;2020-12-03T16:38:15+01:00;4.185;null;null;363.046;null;null;null
73;2020-12-03T16:38:16+01:00;9.598;null;null;375.293;null;null;null
74;2020-12-03T16:38:17+01:00;14.777;null;null;376.073;null;null;null
75;2020-12-03T16:38:18+01:00;18.989;null;null;361.399;null;null;null
76;2020-12-03T16:38:19+01:00;22.806;null;null;338.62;null;null;null
77;2020-12-03T16:38:20+01:00;5.515;null;null;328.199;null;null;null
78;2020-12-03T16:38:21+01:00;2.464;null;null;346.626;null;null;null
79;2020-12-03T16:38:22+01:00;16.554;null;null;343.506;null;null;null
80;2020-12-03T16:38:23+01:00;24.689;null;null;367.993;null;null;null
81;2020-12-03T16:38:24+01:00;16.55;null;null;382.36;null;null;null
82;2020-12-03T16:38:25+01:00;0.508;null;null;373.614;null;null;null
83;2020-12-03T16:38:26+01:00;0.679;null;null;344.884;null;null;null
84;2020-12-03T16:38:27+01:00;18.152;null;null;350.146;null;null;null
85;2020-12-03T16:38:28+01:00;10.254;null;null;344.046;null;null;null
86;2020-12-03T16:38:29+01:00;14.526;null;null;358.21;null;null;null
87;2020-12-03T16:38:30+01:00;0.492;null;null;347.789;null;null;null
88;2020-12-03T16:38:31+01:00;7.233;null;null;315.943;null;null;null
89;2020-12-03T16:38:32+01:00;11.334;null;null;288.918;null;null;null
90;2020-12-03T16:38:33+01:00;9.912;null;null;313.991;null;null;null
91;2020-12-03T16:38:34+01:00;8.233;null;null;349.397;null;null;null
92;2020-12-03T16:38:35+01:00;4.781;null;null;348.643;null;null;null
93;2020-12-03T16:38:36+01:00;9.046;null;null;342.491;null;null;null
94;2020-12-03T16:38:37+01:00;43.557;null;null;325.461;null;null;null
95;2020-12-03T16:38:38+01:00;7.433;null;null;313.517;null;null;null
96;2020-12-03T16:38:39+01:00;5.332;null;null;234.134;null;null;null
97;2020-12-03T16:38:40+01:00;0.747;null;null;214.404;null;null;null
98;2020-12-03T16:38:41+01:00;3.004;null;null;248.31;null;null;null
99;2020-12-03T16:38:42+01:00;31.666;null;null;271.421;null;null;null
100;2020-12-03T16:38:43+01:00;2.04;null;null;321.523;null;null;null
101;2020-12-03T16:38:44+01:00;22.41;null;null;363.042;null;null;null
102;2020-12-03T16:38:45+01:00;23.397;null;null;332.329;null;null;null
103;2020-12-03T16:38:46+01:00;43.892;null;null;318.36;null;null;null
104;2020-12-03T16:38:47+01:00;30.946;null;null;357.985;null;null;null
105;2020-12-03T16:38:48+01:00;46.898;null;null;371.963;null;null;null
106;2020-12-03T16:38:49+01:00;22.527;null;null;346.488;null;null;null
107;2020-12-03T16:38:50+01:00;24.277;null;null;590.071;null;null;null
108;2020-12-03T16:38:51+01:00;10.629;null;null;850.72;null;null;null
109;2020-12-03T16:38:52+01:00;25.358;null;null;1049.102;null;null;null
110;2020-12-03T16:38:53+01:00;29.572;null;null;756.879;null;null;null
111;2020-12-03T16:38:54+01:00;21.487;null;null;254.503;null;null;null
112;2020-12-03T16:38:55+01:00;19.245;null;null;222.184;null;null;null
113;2020-12-03T16:38:56+01:00;22.272;null;null;218.512;null;null;null
114;2020-12-03T16:38:57+01:00;13.757;null;null;241.552;null;null;null
115;2020-12-03T16:38:58+01:00;15.135;null;null;399.865;null;null;null
116;2020-12-03T16:38:59+01:00;21.438;null;null;309.545;null;null;null
117;2020-12-03T16:39:00+01:00;21.578;null;null;339.894;null;null;null
118;2020-12-03T16:39:01+01:00;8.838;null;null;306.417;null;null;null
119;2020-12-03T16:39:02+01:00;11.29;null;null;273.219;null;null;null
120;2020-12-03T16:39:03+01:00;14.885;null;null;272.17;null;null;null
121;2020-12-03T16:39:04+01:00;26.397;null;null;309.964;null;null;null
122;2020-12-03T16:39:05+01:00;15.993;null;null;283.979;null;null;null
123;2020-12-03T16:39:06+01:00;18.834;null;null;343.158;null;null;null
124;2020-12-03T16:39:07+01:00;19.471;null;null;331.975;null;null;null
125;2020-12-03T16:39:08+01:00;1.488;null;null;311.141;null;null;null
126;2020-12-03T16:39:09+01:00;13.605;null;null;353.511;null;null;null
127;2020-12-03T16:39:10+01:00;14.955;null;null;345.069;null;null;null
128;2020-12-03T16:39:11+01:00;17.558;null;null;354.311;null;null;null
129;2020-12-03T16:39:12+01:00;26.868;null;null;350.077;null;null;null
130;2020-12-03T16:39:13+01:00;35.174;null;null;null;null;null;null
131;2020-12-03T16:39:14+01:00;29.152;null;null;null;null;null;null
132;2020-12-03T16:39:15+01:00;0.023;null;null;null;null;null;null
133;2020-12-03T16:39:16+01:00;0.025;null;null;null;null;null;null
134;2020-12-03T16:39:17+01:00;0.027;null;null;null;null;null;null
135;2020-12-03T16:39:18+01:00;0.025;null;null;null;null;null;null
136;2020-12-03T16:39:19+01:00;0.048;null;null;null;null;null;null
137;2020-12-03T16:39:20+01:00;0.049;null;null;null;null;null;null
138;2020-12-03T16:39:21+01:00;0.039;null;null;null;null;null;null
139;2020-12-03T16:39:22+01:00;0.048;null;null;null;null;null;null
140;2020-12-03T16:39:23+01:00;0.047;null;null;null;null;null;null
141;2020-12-03T16:39:24+01:00;0.046;null;null;null;null;null;null
142;2020-12-03T16:39:25+01:00;0.053;null;null;null;null;null;null
143;2020-12-03T16:39:26+01:00;0.045;null;null;null;null;null;null
144;2020-12-03T16:39:27+01:00;0.047;null;null;null;null;null;null
